NLC,Origin TLC,Station Name,Location for map,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits","%-change, 2010-11 to 2011-12",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
5436,SUC,Sutton Common,"SM1 3HY, UK",London,Greater London,Sutton,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,"39,621","27,676","84,472","151,769","39,621","27,676","84,472","151,769","303,538","272,680",11,0,1,0,Continues high growth from previous year,
1861,SPK,Sutton Parkway,"NG17 5LG, UK",East Midlands,Nottinghamshire,Ashfield,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"28,695","25,411","16,109","70,215","28,695","25,411","16,109","70,215","140,430","128,554",9,0,0,0,,
5249,SWL,Swale,"ME9 8SS, UK",South East,Kent,Swale,UKJ4,Kent,Southeastern,,,,836,505,"1,659","3,000",836,505,"1,659","3,000","6,000","4,068",47,0,0,1,Continues high growth from previous year,
5075,SAY,Swanley,"BR8 8JD, UK",South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,,"108,044","195,024","302,410","605,478","108,044","195,024","302,410","605,478","1,210,956","1,202,542",1,"132,049",0,0,,
5156,SWM,Swanscombe,"DA10 0AG, UK",South East,Kent,Dartford,UKJ4,Kent,Southeastern,,,,"13,475","18,826","39,833","72,134","13,475","18,826","39,833","72,134","144,268","139,790",3,0,0,0,,
4222,SWA,Swansea,"SA1 1NU, UK",Wales - Cymru,Swansea - Abertawe,Swansea - Abertawe,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"399,209","519,137","155,675","1,074,021","399,209","519,137","155,675","1,074,021","2,148,042","2,155,906",0,"106,451",0,0,,
5920,SNW,Swanwick,"SO31 1BA, UK",South East,Hampshire,Fareham,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"101,658","87,978","119,651","309,287","101,658","87,978","119,651","309,287","618,574","581,456",6,0,0,0,,
5884,SWY,Sway,"SO41 6BA, UK",South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"16,473","19,605","17,671","53,749","16,473","19,605","17,671","53,749","107,498","108,946",-1,0,0,0,,
5933,SWG,Swaythling,"SO18 2LB, UK",South East,Southampton,Southampton,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"16,693","15,146","20,044","51,883","16,693","15,146","20,044","51,883","103,766","89,816",16,0,1,0,Cause of large increase not clear,
6355,SWD,Swinderby,"LN6 9HY, UK",East Midlands,Lincolnshire,North Kesteven,UKF3,Lincolnshire,East Midlands Trains,,,,"3,079",393,"4,935","8,407","3,079",393,"4,935","8,407","16,814","11,544",46,0,1,0,Continues high growth from previous year,
3333,SWI,Swindon,"SN1 1DQ, UK",South West,Swindon,Swindon,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"230,941","880,629","505,771","1,617,341","230,941","880,629","505,771","1,617,341","3,234,682","3,039,228",6,"197,121",0,0,,
6228,SWE,Swineshead,"PE20 3PU, UK",East Midlands,Lincolnshire,Boston,UKF3,Lincolnshire,East Midlands Trains,,,,763,37,330,"1,130",763,37,330,"1,130","2,260","2,378",-5,0,0,0,,
2800,SNN,Swinton (Greater Manchester),"M27 6BT, UK",North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"16,869","36,153","23,704","76,726","16,869","36,153","23,704","76,726","153,452","122,230",26,0,1,0,Continues high growth from previous year,
6686,SWN,Swinton (South Yorkshire),"S64 8AU, UK",Yorkshire And The Humber,South Yorkshire,Rotherham,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,"49,987","63,428","81,273","194,688","49,987","63,428","81,273","194,688","389,376","371,622",5,"2,720",0,0,,
5437,SYD,Sydenham,"SE26 5EU, UK",London,Greater London,Lewisham,UKI1,Inner London,Southern,,,London Travelcard Area Station,"289,874","386,951","789,474","1,466,299","289,874","386,951","789,474","1,466,299","2,932,598","2,582,386",14,0,1,0,Ramp-up of demand on London Overground services,
5085,SYH,Sydenham Hill,"SE21 7ND, UK",London,Greater London,Southwark,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,"55,688","59,469","170,211","285,368","55,688","59,469","170,211","285,368","570,736","574,176",-1,0,0,0,,
5609,SYL,Syon Lane,"TW8 8JG, UK",London,Greater London,Hounslow,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"140,200","81,800","230,618","452,618","140,200","81,800","230,618","452,618","905,236","818,954",11,0,1,0,Continues high growth from previous year,
1900,SYS,Syston,"LE7 2HA, UK",East Midlands,Leicestershire,Charnwood,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,,"32,428","31,929","29,239","93,596","32,428","31,929","29,239","93,596","187,192","182,532",3,0,0,0,,
3195,TAC,Tackley,"OX5 3AT, UK",South East,Oxfordshire,West Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,"2,259","5,797","9,130","17,186","2,259","5,797","9,130","17,186","34,372","20,896",64,0,1,0,Cause of large increase not clear,
5386,TAD,Tadworth,"KT20 5SP, UK",South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station,"36,096","33,835","62,483","132,414","36,096","33,835","62,483","132,414","264,828","247,420",7,0,0,0,,
3880,TAF,Taffs Well,"CF15 7PE, UK",Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"96,652","4,134","55,050","155,836","96,652","4,134","55,050","155,836","311,672","309,028",1,0,0,0,,
8676,TAI,Tain,"IV19 1JA, UK",Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,"10,669","4,158","1,992","16,819","10,669","4,158","1,992","16,819","33,638","26,944",25,0,1,0,Cause of large increase not clear,
2463,TLC,Tal-y-Cafn,Geolocation for map,Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,453,225,0,678,453,225,0,678,"1,356",988,37,0,0,1,Very small absolute number of entries and exits,
4479,TAL,Talsarnau,"LL47 6UA, UK",Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"4,109","1,105",818,"6,032","4,109","1,105",818,"6,032","12,064","9,742",24,0,1,0,Cause of large increase not clear,
4355,TLB,Talybont,"LL43 2AQ, UK",Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"6,598","3,043",347,"9,988","6,598","3,043",347,"9,988","19,976","21,406",-7,0,0,0,,
1010,TAB,Tame Bridge Parkway,"WS10 0LD, UK",West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,,"44,361","95,564","105,512","245,437","44,361","95,564","105,512","245,437","490,874","382,120",28,0,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 98,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
1322,TAM,Tamworth Low Level,"B79 7JT, UK",West Midlands,Staffordshire,Tamworth,UKG2,Shropshire and Staffordshire,London Midland Trains,,West Midlands,,"203,168","160,958","110,020","474,146","203,168","160,958","110,020","474,146","948,292","930,646",2,"177,272",0,0,,
3151,TAP,Taplow,"SL6 0NU, UK",South East,Buckinghamshire,South Bucks,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,"31,680","40,300","43,039","115,019","31,680","40,300","43,039","115,019","230,038","212,420",8,0,0,0,,
5387,TAT,Tattenham Corner,"KT18 5PR, UK",South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station,"37,389","31,239","70,715","139,343","37,389","31,239","70,715","139,343","278,686","244,492",14,0,1,0,Cause of large increase not clear,
3471,TAU,Taunton,"TA1 1QP, UK",South West,Somerset,Taunton Deane,UKK2,Dorset and Somerset,First Great Western,,,,"119,999","464,810","61,578","646,387","119,999","464,810","61,578","646,387","1,292,774","1,238,006",4,"80,153",0,0,,
8727,TAY,Taynuilt,"PA35 1JH, UK",Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,,"5,077",895,0,"5,972","5,077",895,0,"5,972","11,944","11,802",1,0,0,0,,
5572,TED,Teddington,"TW11 0BB, UK",London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"280,397","311,813","593,918","1,186,128","280,397","311,813","593,918","1,186,128","2,372,256","2,301,530",3,"131,782",0,0,,
7521,TEA,Tees-Side Airport,"DL2 1NL, UK",North East,Darlington,Darlington,UKC1,Tees Valley and Durham,Northern Rail,,,,6,1,0,7,6,1,0,7,14,18,-22,0,0,0,,
3430,TGM,Teignmouth,"TQ14 8PG, UK",South West,Devon,Teignbridge,UKK4,Devon,First Great Western,,,,"34,806","195,510","52,948","283,264","34,806","195,510","52,948","283,264","566,528","505,046",12,0,1,0,Continues high growth from previous year,
4691,TFC,Telford Central,"TF3 4LZ, UK",West Midlands,Telford And Wrekin,Telford And Wrekin,UKG2,Shropshire and Staffordshire,London Midland Trains,,West Midlands,,"147,250","244,362","124,680","516,292","147,250","244,362","124,680","516,292","1,032,584","991,916",4,"6,400",0,0,,
5837,TMC,Templecombe,"BA8 0JR, UK",South West,Somerset,South Somerset,UKK2,Dorset and Somerset,South West Trains,,,,"11,906","29,926","14,466","56,298","11,906","29,926","14,466","56,298","112,596","106,556",6,0,0,0,,
4110,TEN,Tenby,"SA70 7JY, UK",Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"35,035","20,772",366,"56,173","35,035","20,772",366,"56,173","112,346","105,482",7,0,0,0,,
5193,TEY,Teynham,"ME9 9DU, UK",South East,Kent,Swale,UKJ4,Kent,Southeastern,,,,"11,245","17,309","31,888","60,442","11,245","17,309","31,888","60,442","120,884","133,592",-10,0,0,0,,
5610,THD,Thames Ditton,"KT7 0NU, UK",South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,London Travelcard Area Station,"95,099","94,155","232,960","422,214","95,099","94,155","232,960","422,214","844,428","821,884",3,0,0,0,,
3152,THA,Thatcham,"RG19 4PP, UK",South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,"48,065","91,897","110,437","250,399","48,065","91,897","110,437","250,399","500,798","505,342",-1,0,0,0,,
2264,THH,Thatto Heath,"WA9 5PE, UK",North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,,"25,588","47,913","7,057","80,558","25,588","47,913","7,057","80,558","161,116","162,726",-1,0,0,0,,
4523,THW,The Hawthorns,"B66 2HB, UK",West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,,"37,554","84,398","71,584","193,536","37,554","84,398","71,584","193,536","387,072","327,338",18,0,1,0,"Partially due to improved demand estimation in Centro area (extra 26,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
4538,TLK,The Lakes,"B94 5SE, UK",West Midlands,Warwickshire,Stratford-On-Avon,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,"2,273","2,109","1,813","6,195","2,273","2,109","1,813","6,195","12,390","11,832",5,0,0,0,,
3153,THE,Theale,"RG7 4AA, UK",South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,"65,956","62,345","94,099","222,400","65,956","62,345","94,099","222,400","444,800","444,676",0,0,0,0,,
6949,TEO,Theobalds Grove,"EN8 7BG, UK",East,Hertfordshire,Broxbourne,UKH2,Bedfordshire and Hertforshire,National Express East Anglia,,,,"21,982","23,760","62,909","108,651","21,982","23,760","62,909","108,651","217,302","214,296",1,0,0,0,,
7203,TTF,Thetford,"IP24 1AH, UK",East,Norfolk,Breckland,UKH1,East Anglia,National Express East Anglia,,,,"35,317","76,227","17,439","128,983","35,317","76,227","17,439","128,983","257,966","242,756",6,25,0,0,,
8191,THI,Thirsk,"YO7 4LS, UK",Yorkshire And The Humber,North Yorkshire,Hambleton,UKE2,North Yorkshire,First TransPennine Express,,,,"29,069","52,286","12,887","94,242","29,069","52,286","12,887","94,242","188,484","189,288",0,0,0,0,,
7976,TBY,Thornaby,"TS17 6AW, UK",North East,Stockton-On-Tees,Stockton-On-Tees,UKC1,Tees Valley and Durham,First TransPennine Express,,,,"128,954","94,948","63,396","287,298","128,954","94,948","63,396","287,298","574,596","569,218",1,"61,106",0,0,,
6530,TNN,Thorne North,"DN8 4HZ, UK",Yorkshire And The Humber,South Yorkshire,Doncaster,UKE3,South Yorkshire,Northern Rail,THORNE BR,South Yorkshire,,"25,507","28,021","27,336","80,864","25,507","28,021","27,336","80,864","161,728","151,028",7,561,0,0,,
6531,TNS,Thorne South,"DN8 5QN, UK",Yorkshire And The Humber,South Yorkshire,Doncaster,UKE3,South Yorkshire,Northern Rail,THORNE BR,South Yorkshire,,"19,004","28,187","22,539","69,730","19,004","28,187","22,539","69,730","139,460","130,646",7,0,0,0,,
5849,THO,Thornford,"DT9 6PT, UK",South West,Dorset,West Dorset,UKK2,Dorset and Somerset,First Great Western,,,,588,828,0,"1,416",588,828,0,"1,416","2,832","2,838",0,175,0,0,,
9812,THB,Thornliebank,"G46 7DA, UK",Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"33,064","28,357","41,960","103,381","33,064","28,357","41,960","103,381","206,762","184,050",12,0,1,0,Continues high growth from previous year,
6210,TNA,Thornton Abbey,"DN39 6XF, UK",Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,540,135,0,675,540,135,0,675,"1,350","1,196",13,0,0,0,,
5388,TTH,Thornton Heath,"CR7 8RX, UK",London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station,"252,842","374,521","796,972","1,424,335","252,842","374,521","796,972","1,424,335","2,848,670","2,633,274",8,0,0,0,,
9825,THT,Thorntonhall,"G74 5AB, UK",Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"4,018","2,834","2,822","9,674","4,018","2,834","2,822","9,674","19,348","18,290",6,0,0,0,,
7460,TPB,Thorpe Bay,"SS1 3JY, UK",East,Southend-On-Sea,Southend-On-Sea,UKH3,Essex,c2c,,,,"120,185","101,516","185,335","407,036","120,185","101,516","185,335","407,036","814,072","797,256",2,0,0,0,,
6267,TPC,Thorpe Culvert,"PE24 4NL, UK",East Midlands,Lincolnshire,East Lindsey,UKF3,Lincolnshire,East Midlands Trains,,,,151,19,0,170,151,19,0,170,340,418,-19,0,0,0,,
6857,TLS,Thorpe-le-Soken,"CO16 0HQ, UK",East,Essex,Tendring,UKH3,Essex,National Express East Anglia,,,,"12,904","15,517","33,764","62,185","12,904","15,517","33,764","62,185","124,370","124,146",0,"252,587",0,0,,
5491,TBD,Three Bridges,"RH10 1LY, UK",South East,West Sussex,Crawley,UKJ2,"Surrey, East & West Sussex",Southern,,,,"273,402","498,241","668,332","1,439,975","273,402","498,241","668,332","1,439,975","2,879,950","2,701,820",7,"812,702",0,0,,
5028,TOK,Three Oaks,"TN35 4NL, UK",South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southern,,,,799,"1,190","1,057","3,046",799,"1,190","1,057","3,046","6,092","1,540",296,0,0,1,Large increase consistent with previous year and appears to be driven by timetable improvements. Similar story for Doleham and Winchelsea,http://en.wikipedia.org/wiki/Winchelsea_railway_station
6203,THU,Thurgarton,"NG14 7JY, UK",East Midlands,Nottinghamshire,Newark And Sherwood,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,834,88,0,922,834,88,0,922,"1,844","2,242",-18,0,0,0,,
8282,THC,Thurnscoe,"S63 0JR, UK",Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,"9,342","15,266","8,882","33,490","9,342","15,266","8,882","33,490","66,980","62,074",8,0,0,0,,
8677,THS,Thurso,"KW14 7DL, UK",Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,"13,263","10,789",0,"24,052","13,263","10,789",0,"24,052","48,104","48,172",0,0,0,0,,
7356,TRS,Thurston,"IP31 3QU, UK",East,Suffolk,Mid Suffolk,UKH1,East Anglia,National Express East Anglia,,,,"10,900","9,550","6,515","26,965","10,900","9,550","6,515","26,965","53,930","49,060",10,0,0,0,Continues high growth from previous year,
7462,TIL,Tilbury Town,"RM18 7JH, UK",East,Thurrock,Thurrock,UKH3,Essex,c2c,,,,"146,985","102,486","160,630","410,101","146,985","102,486","160,630","410,101","820,202","800,328",2,"12,575",0,0,,
1035,THL,Tile Hill,"CV4 8AS, UK",West Midlands,West Midlands,Coventry,UKG3,West Midlands,London Midland Trains,,West Midlands,,"48,952","74,298","94,945","218,195","48,952","74,298","94,945","218,195","436,390","339,178",29,0,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 48,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
3154,TLH,Tilehurst,"RG31 6TH, UK",South East,Reading,Reading,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,"38,871","80,009","134,198","253,078","38,871","80,009","134,198","253,078","506,156","471,606",7,0,0,0,,
1159,TIP,Tipton,"DY4 8ET, UK",West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,,"23,218","53,447","49,893","126,558","23,218","53,447","49,893","126,558","253,116","210,180",20,0,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 27,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
4025,TIR,Tir-Phil,"NP24 6EL, UK",Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"8,120",695,"2,682","11,497","8,120",695,"2,682","11,497","22,994","21,460",7,0,0,0,,
5798,TIS,Tisbury,"SP3 6JT, UK",South West,Wiltshire,Salisbury,UKK1,"Gloucestershire, Wiltshire and North Somerset",South West Trains,,,,"25,247","55,471","32,206","112,924","25,247","55,471","32,206","112,924","225,848","216,572",4,0,0,0,,
3474,TVP,Tiverton Parkway,"EX15 2QQ, UK",South West,Devon,Mid Devon,UKK4,Devon,First Great Western,,,,"29,255","155,738","10,874","195,867","29,255","155,738","10,874","195,867","391,734","367,226",7,0,0,0,,
2677,TOD,Todmorden,"OL14 7AA, UK",Yorkshire And The Humber,West Yorkshire,Calderdale,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"67,223","128,160","88,720","284,103","67,223","128,160","88,720","284,103","568,206","525,084",8,0,0,0,,
5573,TOL,Tolworth,"KT5 9NX, UK",London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"60,325","62,004","143,011","265,340","60,325","62,004","143,011","265,340","530,680","488,466",9,0,0,0,,
3897,TPN,Ton Pentre,"CF41 7PN, UK",Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"16,759","1,489","2,055","20,303","16,759","1,489","2,055","20,303","40,606","39,698",2,0,0,0,,
5229,TON,Tonbridge,"TN9 1TT, UK",South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,"329,131","588,436","1,170,990","2,088,557","329,131","588,436","1,170,990","2,088,557","4,177,114","4,055,184",3,"552,293",0,0,,
