NLC,Origin TLC,Station Name,Location for map,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits","%-change, 2010-11 to 2011-12",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
6663,MHS,Meadowhall,"S9 1JQ, UK",Yorkshire And The Humber,South Yorkshire,Sheffield,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,"244,876","580,212","203,322","1,028,410","244,876","580,212","203,322","1,028,410","2,056,820","1,933,930",6,"36,876",0,0,,
7036,MEL,Meldreth,"SG8 6JP, UK",East,Cambridgeshire,South Cambridgeshire,UKH1,East Anglia,First Capital Connect,,,,"29,054","30,796","42,272","102,122","29,054","30,796","42,272","102,122","204,244","198,626",3,0,0,0,,
3346,MKM,Melksham,"SN12 8BN, UK",South West,Wiltshire,West Wiltshire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"1,926","1,207","2,532","5,665","1,926","1,207","2,532","5,665","11,330","11,046",3,0,0,0,,
7221,MES,Melton,"IP12 1LT, UK",East,Suffolk,Suffolk Coastal,UKH1,East Anglia,National Express East Anglia,,,,"8,590","13,828","5,125","27,543","8,590","13,828","5,125","27,543","55,086","43,216",27,0,1,0,Service frequency doubled,
1851,MMO,Melton Mowbray,"LE13 1AF, UK",East Midlands,Leicestershire,Melton,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,,"37,478","57,765","21,647","116,890","37,478","57,765","21,647","116,890","233,780","239,066",-2,0,0,0,,
3576,MEN,Menheniot,"PL14 3PJ, UK",South West,Cornwall And Isles Of Scilly,Caradon,UKK3,Cornwall and Isles of Scilly,First Great Western,,,,114,348,740,"1,202",114,348,740,"1,202","2,404","2,690",-11,0,0,0,,
8574,MNN,Menston,"LS29 6JH, UK",Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"73,968","98,703","79,885","252,556","73,968","98,703","79,885","252,556","505,112","493,986",2,0,0,0,,
2254,MEO,Meols,"CH47 9RA, UK",North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,"98,752","143,236","66,938","308,926","98,752","143,236","66,938","308,926","617,852","619,762",0,0,0,0,,
2357,MEC,Meols Cop,"PR8 6AY, UK",North West,Merseyside,Sefton,UKD5,Merseyside,Northern Rail,,Merseyside,,"11,372","12,155","8,794","32,321","11,372","12,155","8,794","32,321","64,642","62,442",4,0,0,0,,
5116,MEP,Meopham,"DA13 0LT, UK",South East,Kent,Gravesham,UKJ4,Kent,Southeastern,,,,"23,336","44,902","80,072","148,310","23,336","44,902","80,072","148,310","296,620","292,402",1,0,0,0,,
9705,MEY,Merryton,"ML9 2UW, UK",Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"18,055","21,800","13,299","53,154","18,055","21,800","13,299","53,154","106,308","102,650",4,0,0,0,,
5475,MHM,Merstham,"RH1 3ED, UK",South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,,"56,457","79,612","202,347","338,416","56,457","79,612","202,347","338,416","676,832","657,236",3,0,0,0,,
3855,MER,Merthyr Tydfil,"CF47 7OH, UK",Wales - Cymru,Merthyr Tydfil - Merthyr Tudful,Merthyr Tydfil - Merthyr Tudful,UKL2,East Wales,Arriva Trains Wales,,,,"155,519","19,182","51,656","226,357","155,519","19,182","51,656","226,357","452,714","437,230",4,0,0,0,,
3857,MEV,Merthyr Vale,"CF48 4TE, UK",Wales - Cymru,Merthyr Tydfil - Merthyr Tudful,Merthyr Tydfil - Merthyr Tudful,UKL2,East Wales,Arriva Trains Wales,,,,"18,902","1,035",901,"20,838","18,902","1,035",901,"20,838","41,676","41,428",1,0,0,0,,
6297,MGM,Metheringham,"LN4 3HX, UK",East Midlands,Lincolnshire,North Kesteven,UKF3,Lincolnshire,East Midlands Trains,,,,"26,222","4,447","24,124","54,793","26,222","4,447","24,124","54,793","109,586","98,262",12,0,1,0,Significant improvements made to station in 2011,http://www.macla.co.uk/newsmag/2011/06/metheringham-rail-station.html
7725,MCE,MetroCentre,"NE11 9GA, UK",North East,Tyne And Wear,Gateshead,UKC2,Northumberland and Tyne and Wear,Northern Rail,,Tyne & Wear,,"45,198","128,500","4,701","178,399","45,198","128,500","4,701","178,399","356,798","365,680",-2,0,0,0,,
6707,MEX,Mexborough,"S64 9AQ, UK",Yorkshire And The Humber,South Yorkshire,Doncaster,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,"33,788","59,410","70,155","163,353","33,788","59,410","70,155","163,353","326,706","315,324",4,0,0,0,,
5908,MIC,Micheldever,"SO21 3AP, UK",South East,Hampshire,Winchester,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"12,815","17,025","44,229","74,069","12,815","17,025","44,229","74,069","148,138","141,940",4,0,0,0,,http://www.manchesterairport.co.uk/manweb.nsf/Content/magperformanace2012
8477,MIK,Micklefield,"LS25 4AQ, UK",Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"28,210","25,066","43,366","96,642","28,210","25,066","43,366","96,642","193,284","194,214",0,"2,920",0,0,,
7929,MBR,Middlesbrough,"TS1 1EG, UK",North East,Middlesbrough,Middlesbrough,UKC1,Tees Valley and Durham,First TransPennine Express,,,,"364,368","249,407","97,536","711,311","364,368","249,407","97,536","711,311","1,422,622","1,426,350",0,"47,472",0,0,,
2971,MDL,Middlewood,"SK6 8AU, UK",North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"1,316","6,935","1,680","9,931","1,316","6,935","1,680","9,931","19,862","19,304",3,0,0,0,,
3159,MDG,Midgham,"RG7 5SE, UK",South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,"3,127","6,405","4,089","13,621","3,127","6,405","4,089","13,621","27,242","26,258",4,0,0,0,,
5644,MLF,Milford (Surrey),"GU8 5AD, UK",South East,Surrey,Waverley,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,"30,645","27,613","62,910","121,168","30,645","27,613","62,910","121,168","242,336","242,030",0,0,0,0,,
4095,MFH,Milford Haven,"SA73 3AB, UK",Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"16,852","14,066",200,"31,118","16,852","14,066",200,"31,118","62,236","56,546",10,0,1,0,Cause of large increase not clear,
2750,MLH,Mill Hill (Lancashire),"BB2 2QY, UK",North West,Blackburn With Darwen,Blackburn With Darwen,UKD4,Lancashire,Northern Rail,,,,"25,102","6,738","3,328","35,168","25,102","6,738","3,328","35,168","70,336","62,148",13,0,1,0,Continues high growth from previous year,
1527,MIL,Mill Hill Broadway,"NW7 2JU, UK",London,Greater London,Barnet,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,"198,687","169,516","622,301","990,504","198,687","169,516","622,301","990,504","1,981,008","1,800,078",10,0,1,0,Cause of large increase not clear,
1537,MLB,Millbrook (Bedfordshire),"MK45 2JJ, UK",East,Bedfordshire,Mid Bedfordshire,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,"1,125","3,249","3,607","7,981","1,125","3,249","3,607","7,981","15,962","13,172",21,0,1,0,Cause of large increase not clear,
5909,MBK,Millbrook (Hampshire),"SO15 4JT, UK",South East,Southampton,Southampton,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"6,689","2,973","6,019","15,681","6,689","2,973","6,019","15,681","31,362","33,418",-6,0,0,0,,
9658,MIN,Milliken Park,"PA5 8PQ, UK",Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"25,487","24,621","25,474","75,582","25,487","24,621","25,474","75,582","151,164","142,618",6,0,0,0,,
1997,MLM,Millom,"LA18 4AY, UK",North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,,"68,337","4,629","34,141","107,107","68,337","4,629","34,141","107,107","214,214","225,114",-5,0,0,0,,
2920,MIH,Mills Hill,"M24 2HJ, UK",North West,Greater Manchester,Rochdale,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"26,285","101,875","42,271","170,431","26,285","101,875","42,271","170,431","340,862","283,096",20,0,1,0,Consistent with increases seen over recent years but also possibly reflecting some reailheading with closure of the Oldham Loop,
9985,MLN,Milngavie,"G62 8PG, UK",Scotland,East Dunbartonshire,East Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"187,594","124,902","140,237","452,733","187,594","124,902","140,237","452,733","905,466","861,082",5,0,0,0,,
1378,MKC,Milton Keynes Central,"MK9 1LA, UK",South East,Milton Keynes,Milton Keynes,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",London Midland Trains,,,,"472,807","1,342,593","963,438","2,778,838","472,807","1,342,593","963,438","2,778,838","5,557,676","5,202,824",7,"320,293",0,0,,
4469,MFF,Minffordd,"LL48 6HG, UK",Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"2,668",899,"2,493","6,060","2,668",899,"2,493","6,060","12,120","14,452",-16,0,1,0,Cause of large decrease not clear,
5019,MSR,Minster,"CT12 4HX, UK",South East,Kent,Thanet,UKJ4,Kent,Southeastern,,,,"7,719","12,215","15,921","35,855","7,719","12,215","15,921","35,855","71,710","71,636",0,"3,774",0,0,,
8518,MIR,Mirfield,"WF14 8NL, UK",Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"48,032","56,553","62,238","166,823","48,032","56,553","62,238","166,823","333,646","317,298",5,"22,167",0,0,,
6906,MIS,Mistley,"CO11 1HH, UK",East,Essex,Tendring,UKH3,Essex,National Express East Anglia,,,,"4,065","5,145","22,447","31,657","4,065","5,145","22,447","31,657","63,314","57,120",11,0,1,0,Cause of large increase not clear,
5069,MTC,Mitcham Eastfields,"CR4 2ND , UK",London,Greater London,Merton,UKI2,Outer London,Southern,,,London Travelcard Area Station,"94,249","95,058","121,084","310,391","94,249","95,058","121,084","310,391","620,782","443,026",40,0,1,0,Continuing ramp-up of demand following reopening in 2008,
5427,MIJ,Mitcham Junction,"CR4 4HN, UK",London,Greater London,Merton,UKI2,Outer London,Southern,,,London Travelcard Area Station,"49,216","45,588","98,796","193,600","49,216","45,588","98,796","193,600","387,200","330,750",17,635,1,0,Continues high growth from previous year,
2849,MOB,Mobberley,"WA16 7QL, UK",North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,,"3,484","4,190","1,029","8,703","3,484","4,190","1,029","8,703","17,406","17,150",1,0,0,0,,
9060,MON,Monifieth,"DD5 4NN, UK",Scotland,Angus,Angus,UKM2,Eastern Scotland,First ScotRail,,,,197,32,968,"1,197",197,32,968,"1,197","2,394","1,288",86,0,0,1,Very small absolute number of entries and exits,
3067,MRS,Monks Risborough,"HP27 9JQ, UK",South East,Buckinghamshire,Wycombe,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,,"3,246","1,047","7,478","11,771","3,246","1,047","7,478","11,771","23,542","20,582",14,0,1,0,Cause of large increase not clear,
3203,MTP,Montpelier,"BS6 5EE, UK",South West,Bristol City Of,Bristol City Of,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"29,566","15,432","16,113","61,111","29,566","15,432","16,113","61,111","122,222","111,628",9,0,0,0,,
9080,MTS,Montrose,"DD10 8LW, UK",Scotland,Angus,Angus,UKM2,Eastern Scotland,First ScotRail,,,,"71,563","81,826","39,915","193,304","71,563","81,826","39,915","193,304","386,608","378,284",2,0,0,0,,
2226,MRF,Moorfields,"L2 2BS, UK",North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,LIVERPOOL BR,Merseyside,,"910,284","1,636,638","631,461","3,178,383","910,284","1,636,638","631,461","3,178,383","6,356,766","4,637,356",37,"625,527",1,0,Central Liverpool station usage adjusted to reflect count data,
6005,MOG,Moorgate,"EC2Y 9AE, UK",London,Greater London,City Of London,UKI1,Inner London,First Capital Connect,LONDON BR,,London Travelcard Area Station,"657,891","589,287","2,683,013","3,930,191","657,891","589,287","2,683,013","3,930,191","7,860,382","7,187,012",9,"640,719",0,0,,
2799,MSD,Moorside,"M27 9PU, UK",North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"5,693","9,320","8,741","23,754","5,693","9,320","8,741","23,754","47,508","41,054",16,0,1,0,Continues high growth from previous year,
8539,MRP,Moorthorpe,"WF9 3AT, UK",Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"28,740","38,068","33,321","100,129","28,740","38,068","33,321","100,129","200,258","190,646",5,0,0,0,,
8833,MRR,Morar,"PH40 4PB, UK",Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,"1,372","1,041",0,"2,413","1,372","1,041",0,"2,413","4,826","4,086",18,0,0,0,,
5825,MRD,Morchard Road,"EX17 5LR, UK",South West,Devon,Mid Devon,UKK4,Devon,First Great Western,,,,820,"3,614","1,295","5,729",820,"3,614","1,295","5,729","11,458","8,834",30,0,1,0,Continues high growth from previous year,
5291,MDS,Morden South,"SM4 5HB, UK",London,Greater London,Merton,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,"8,581","7,316","26,722","42,619","8,581","7,316","26,722","42,619","85,238","79,772",7,0,0,0,,
2695,MCM,Morecambe,"LA4 4DE, UK",North West,Lancashire,Lancaster,UKD4,Lancashire,Northern Rail,,,,"75,819","23,001","11,320","110,140","75,819","23,001","11,320","110,140","220,280","221,142",0,0,0,0,,
5957,MTN,Moreton (Dorset),"DT2 8BB, UK",South West,Dorset,Purbeck,UKK2,Dorset and Somerset,South West Trains,,,,"10,456","18,958","3,500","32,914","10,456","18,958","3,500","32,914","65,828","60,096",10,0,0,0,,
2151,MRT,Moreton (Merseyside),"CH46 8SD, UK",North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,"123,945","145,499","96,232","365,676","123,945","145,499","96,232","365,676","731,352","731,952",0,0,0,0,,
4814,MIM,Moreton-In-Marsh,"GL56 0AA, UK",South West,Gloucestershire,Cotswold,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"16,618","71,605","12,788","101,011","16,618","71,605","12,788","101,011","202,022","195,878",3,0,0,0,,
4470,MFA,Morfa Mawddach,"LL39 1BQ, UK",Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"3,162","1,446",201,"4,809","3,162","1,446",201,"4,809","9,618","9,936",-3,0,0,0,,
8504,MLY,Morley,"LS27 8JR, UK",Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"51,247","34,431","88,127","173,805","51,247","34,431","88,127","173,805","347,610","328,558",6,0,0,0,,
7680,MPT,Morpeth,"NE61 2SL, UK",North East,Northumberland,Castle Morpeth,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,,"49,848","56,414","27,828","134,090","49,848","56,414","27,828","134,090","268,180","243,982",10,131,0,0,Continues high growth from previous year,
5501,MOR,Mortimer,"RG7 3NY, UK",South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,"17,899","41,922","35,880","95,701","17,899","41,922","35,880","95,701","191,402","182,090",5,0,0,0,,
5600,MTL,Mortlake,"SW14 8IN, UK",London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"225,378","200,477","589,690","1,015,545","225,378","200,477","589,690","1,015,545","2,031,090","1,987,894",2,0,0,0,,
2606,MSS,Moses Gate,"BL4 7LT, UK",North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"3,087","5,991","2,511","11,589","3,087","5,991","2,511","11,589","23,178","19,296",20,0,1,0,Continues previous year high gorwth,
2675,MOS,Moss Side,"FY8 4NB, UK",North West,Lancashire,Fylde,UKD4,Lancashire,Northern Rail,,,,"1,045",196,5,"1,246","1,045",196,5,"1,246","2,492","3,138",-21,0,0,0,,
2903,MSL,Mossley (Greater Manchester),"OL5 0AB, UK",North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"28,491","65,397","61,269","155,157","28,491","65,397","61,269","155,157","310,314","290,022",7,0,0,0,,
2171,MSH,Mossley Hill,"L18 8AG, UK",North West,Merseyside,Liverpool,UKD5,Merseyside,Northern Rail,,Merseyside,,"35,722","90,248","25,059","151,029","35,722","90,248","25,059","151,029","302,058","296,714",2,0,0,0,,
9632,MPK,Mosspark,"G52 3ET, UK",Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"21,365","20,546","16,801","58,712","21,365","20,546","16,801","58,712","117,424","111,294",6,0,0,0,,
2973,MSO,Moston,"M40 3NB, UK",North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"10,043","42,846","16,867","69,756","10,043","42,846","16,867","69,756","139,512","110,494",26,0,1,0,Consistent with large increases seen over recent years,
9691,MTH,Motherwell,"ML1 3LA, UK",Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"221,752","175,107","253,720","650,579","221,752","175,107","253,720","650,579","1,301,158","1,246,354",4,"109,493",0,0,,
5645,MOT,Motspur Park,"KT3 6JJ, UK",London,Greater London,Merton,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"124,780","125,174","373,312","623,266","124,780","125,174","373,312","623,266","1,246,532","1,202,734",4,"27,132",0,0,,
5118,MTG,Mottingham,"SE9 4EW, UK",London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"118,691","119,715","325,662","564,068","118,691","119,715","325,662","564,068","1,128,136","1,119,766",1,0,0,0,,
2158,MLD,Mouldsworth,"WA6 9EG, UK",North West,Cheshire,Chester,UKD2,Cheshire,Northern Rail,,,,"6,455","8,718",603,"15,776","6,455","8,718",603,"15,776","31,552","28,626",10,0,1,0,Continues high growth from previous year,
5312,MCB,Moulsecoomb,"BN2 4GP, UK",South East,Brighton And Hove,Brighton And Hove,UKJ2,"Surrey, East & West Sussex",Southern,,,,"46,551","95,135","45,574","187,260","46,551","95,135","45,574","187,260","374,520","353,444",6,0,0,0,,
9819,MFL,Mount Florida,"G41 1RR, UK",Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"176,411","181,477","173,199","531,087","176,411","181,477","173,199","531,087","1,062,174","972,204",9,"6,457",0,0,,
3859,MTA,Mountain Ash,"CF45 3HD, UK",Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"39,126","2,855","5,083","47,064","39,126","2,855","5,083","47,064","94,128","102,056",-8,0,0,0,,
9779,MTV,Mt. Vernon,"G69 7DB, UK",Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"11,824","7,900","8,618","28,342","11,824","7,900","8,618","28,342","56,684","55,724",2,0,0,0,,
8665,MOO,Muir Of Ord,"IV6 7ST, UK",Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,"21,126","12,978","3,127","37,231","21,126","12,978","3,127","37,231","74,462","62,428",19,0,1,0,Cause of large increase not clear,
9608,MUI,Muirend,"G44 4QR, UK",Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"60,863","43,636","73,434","177,933","60,863","43,636","73,434","177,933","355,866","345,194",3,0,0,0,,
9304,MUB,Musselburgh,"EH21 6TT, UK",Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,First ScotRail,,,,"89,961","59,919","43,490","193,370","89,961","59,919","43,490","193,370","386,740","364,690",6,0,0,0,,
8526,MYT,Mytholmroyd,"HX7 5DZ, UK",Yorkshire And The Humber,West Yorkshire,Calderdale,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"29,208","26,503","23,558","79,269","29,208","26,503","23,558","79,269","158,538","147,660",7,0,0,0,,
8107,NFN,Nafferton,"YO25 0LS, UK",Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,"4,267","7,312","3,457","15,036","4,267","7,312","3,457","15,036","30,072","28,332",6,0,0,0,,
3389,NLS,Nailsea & Backwell,"BS48 3LH, UK",South West,North Somerset,North Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"70,272","76,720","58,060","205,052","70,272","76,720","58,060","205,052","410,104","395,524",4,0,0,0,,
8666,NRN,Nairn,"IV12 4QS, UK",Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,"16,536","34,380","4,959","55,875","16,536","34,380","4,959","55,875","111,750","101,182",10,0,1,0,Continues high growth from previous year,
1247,NAN,Nantwich,"CW5 5SS, UK",North West,Cheshire,Crewe And Nantwich,UKD2,Cheshire,Arriva Trains Wales,,,,"28,876","18,489","16,250","63,615","28,876","18,489","16,250","63,615","127,230","114,462",11,0,1,0,Continues high growth from previous year,
4098,NAR,Narberth,"SA67 8TY, UK",Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"6,474","2,786",16,"9,276","6,474","2,786",16,"9,276","18,552","17,484",6,0,0,0,,
1881,NBR,Narborough,"LE9 5HR, UK",East Midlands,Leicestershire,Blaby,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,West Midlands,,"30,836","24,128","126,623","181,587","30,836","24,128","126,623","181,587","363,174","345,360",5,0,0,0,,
2940,NVR,Navigation Road,"WA14 1SR, UK",North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"10,851","14,899","16,505","42,255","10,851","14,899","16,505","42,255","84,510","83,204",2,0,0,0,,
4216,NTH,Neath,"SA11 1BY, UK",Wales - Cymru,Neath Port Talbot - Castell-Nedd Port Talbot,Neath Port Talbot - Castell-Nedd Port Talbot,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"187,172","153,615","64,018","404,805","187,172","153,615","64,018","404,805","809,610","819,546",-1,0,0,0,,
7354,NMT,Needham Market,"IP6 8AS, UK",East,Suffolk,Mid Suffolk,UKH1,East Anglia,National Express East Anglia,,,,"17,801","13,473","7,501","38,775","17,801","13,473","7,501","38,775","77,550","67,056",16,0,1,0,Continues high growth from previous year,
9773,NEI,Neilston,"G78 3EE, UK",Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"49,832","42,056","133,757","225,645","49,832","42,056","133,757","225,645","451,290","441,004",2,0,0,0,,
2565,NEL,Nelson,"BB9 9SF, UK",North West,Lancashire,Pendle,UKD4,Lancashire,Northern Rail,,,,"43,717","10,216","10,848","64,781","43,717","10,216","10,848","64,781","129,562","116,814",11,0,1,0,Continues high growth from previous year,
2139,NES,Neston,"CH64 9SR, UK",North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Arriva Trains Wales,,,,"17,101","4,343","1,829","23,273","17,101","4,343","1,829","23,273","46,546","44,598",4,0,0,0,,
6241,NET,Netherfield,"NG4 2JB, UK",East Midlands,Nottinghamshire,Gedling,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"2,076",324,"1,305","3,705","2,076",324,"1,305","3,705","7,410","6,132",21,0,0,0,,
2047,NRT,Nethertown,"CA22 2UG, UK",North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,,203,12,0,215,203,12,0,215,430,450,-4,0,0,0,,
5911,NTL,Netley,"SO31 5AN, UK",South East,Hampshire,Eastleigh,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"16,663","15,415","20,936","53,014","16,663","15,415","20,936","53,014","106,028","96,608",10,0,0,0,,
6018,NBA,New Barnet,"EN5 1QT, UK",London,Greater London,Barnet,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,"120,236","108,294","320,477","549,007","120,236","108,294","320,477","549,007","1,098,014","1,069,706",3,0,0,0,,
5058,NBC,New Beckenham,"BR3 1QN, UK",London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"95,856","87,830","231,305","414,991","95,856","87,830","231,305","414,991","829,982","830,396",0,59,0,0,,
2152,NBN,New Brighton,"CH45 2NY, UK",North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,"168,709","220,035","126,649","515,393","168,709","220,035","126,649","515,393","1,030,786","1,025,644",1,0,0,0,,
6289,NCE,New Clee,"DN32 5GR, UK",Yorkshire And The Humber,North East Lincolnshire,North East Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,137,30,0,167,137,30,0,167,334,298,12,0,0,0,,
5150,NWX,New Cross,"SE14 6LD, UK",London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,"247,805","396,498","528,321","1,172,624","247,805","396,498","528,321","1,172,624","2,345,248","2,063,120",14,"1,575,883",1,0,Ramp-up of demand on London Overground services,
5345,NXG,New Cross Gate,"SE14 6AR, UK",London,Greater London,Lewisham,UKI1,Inner London,Southern,,,London Travelcard Area Station,"421,418","789,583","793,601","2,004,602","421,418","789,583","793,601","2,004,602","4,009,204","3,011,524",33,"1,509,806",1,0,Ramp-up of demand on London Overground services,
9533,NCK,New Cumnock,"KA18 4DG, UK",Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"5,998","5,308","2,686","13,992","5,998","5,308","2,686","13,992","27,984","27,730",1,0,0,0,,
5119,NEH,New Eltham,"SE9 2AB, UK",London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"213,884","191,465","759,338","1,164,687","213,884","191,465","759,338","1,164,687","2,329,374","2,285,480",2,0,0,0,,
6209,NHL,New Holland,"DN19 7BE, UK",Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,"9,158","1,234",454,"10,846","9,158","1,234",454,"10,846","21,692","21,460",1,0,0,0,,
5238,NHE,New Hythe,"ME20 6XJ, UK",South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,"14,989","13,786","17,314","46,089","14,989","13,786","17,314","46,089","92,178","87,138",6,0,0,0,,
2358,NLN,New Lane,"L40 0RY, UK",North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,,879,720,43,"1,642",879,720,43,"1,642","3,284","3,034",8,0,0,0,,
5567,NEM,New Malden,"KT3 4PX, UK",London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"343,558","370,256","948,821","1,662,635","343,558","370,256","948,821","1,662,635","3,325,270","3,234,438",3,"41,423",0,0,,
2974,NMC,New Mills Central,"SK12 3JB, UK",East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,NEW MILLS BR,,,"15,580","31,008","31,536","78,124","15,580","31,008","31,536","78,124","156,248","146,018",7,925,0,0,,
